,loyalty_number,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
8574,537990,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,77583.0,Divorced,Nova,9536.34,Standard,2015,7,,
8575,863751,Quebec,Hull,J8Y 3Z5,Female,Bachelor,77583.0,Divorced,Nova,9536.34,Standard,2017,3,,
8576,194065,Ontario,Sudbury,M5V 1G5,Female,Bachelor,31911.0,Married,Nova,2888.85,2018 Promotion,2018,2,,
8577,113874,Ontario,Toronto,M2M 7K8,Female,College,67105.49563102677,Single,Nova,2894.24,2018 Promotion,2018,2,,
8578,758695,Ontario,Ottawa,K1F 2R2,Male,Bachelor,72874.0,Married,Nova,9549.11,Standard,2017,1,,
8579,215639,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,73628.0,Married,Nova,9551.17,Standard,2018,1,,
8580,953431,Alberta,Banff,T4V 1D4,Female,Bachelor,103422.0,Married,Nova,9552.93,Standard,2013,5,,
8581,998820,Ontario,Toronto,M1R 4K3,Male,Bachelor,103422.0,Married,Nova,9552.93,Standard,2015,3,,
8582,400979,Ontario,Toronto,M8Y 4K8,Male,College,66602.97638544504,Single,Nova,9553.42,Standard,2016,2,,
8583,240963,Ontario,Toronto,M8Y 4K8,Male,Bachelor,24688.0,Divorced,Nova,2899.32,2018 Promotion,2018,4,,
8584,943211,Quebec,Montreal,H3T 8L4,Male,Bachelor,102352.0,Divorced,Nova,9555.17,Standard,2015,1,,
8585,512219,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,166305.0,Married,Nova,9560.05,Standard,2015,1,,
8586,953673,Quebec,Quebec City,G1B 3L5,Female,Doctor,166305.0,Married,Nova,9560.05,Standard,2013,10,,
8587,348238,New Brunswick,Fredericton,E3B 2H2,Female,College,71053.58340126886,Married,Nova,9575.36,Standard,2017,10,2018.0,6.0
8588,347001,Ontario,Toronto,P1W 1K4,Female,Bachelor,87231.0,Married,Nova,9581.28,Standard,2014,4,,
8589,175387,Ontario,Toronto,M2M 6J7,Female,Bachelor,60639.0,Married,Nova,9587.33,Standard,2017,10,,
8590,180137,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71815.0,Married,Nova,9591.23,Standard,2018,6,,
8591,559124,Ontario,Trenton,K8V 4B2,Male,Bachelor,71815.0,Married,Nova,9591.23,Standard,2018,5,,
8592,242637,Quebec,Montreal,H2T 9K8,Female,Bachelor,54899.0,Married,Nova,9594.78,Standard,2013,1,2014.0,9.0
8593,369392,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,54899.0,Married,Nova,9594.78,Standard,2016,4,,
8594,921746,Ontario,Toronto,P2T 6G3,Female,Bachelor,69240.0,Divorced,Nova,2907.9,2018 Promotion,2018,3,,
8595,421458,Quebec,Montreal,H2Y 4R4,Female,Bachelor,57077.0,Married,Nova,9613.61,Standard,2012,12,,
8596,886361,Ontario,Kingston,M9K 2P4,Female,Bachelor,72059.0,Married,Nova,9621.73,Standard,2018,9,,
8597,376572,British Columbia,Victoria,V10 6T5,Female,College,69524.76436456722,Single,Nova,9624.94,Standard,2013,8,,
8598,917798,Ontario,Toronto,P1L 8X8,Male,Bachelor,57686.0,Married,Nova,9638.07,Standard,2013,3,,
8599,647214,Ontario,London,M5B 3E4,Female,Bachelor,58329.0,Divorced,Nova,9642.21,Standard,2015,9,,
8600,264690,Ontario,Toronto,P1W 1K4,Female,Bachelor,53496.0,Single,Nova,9656.21,Standard,2015,9,,
8601,150909,British Columbia,Victoria,V10 6T5,Female,College,64405.037980748384,Single,Nova,9656.76,Standard,2015,3,,
8602,686196,Quebec,Hull,J8Y 3Z5,Male,College,66423.97174925692,Single,Nova,9656.76,Standard,2016,5,,
8603,181607,Quebec,Hull,J8Y 3Z5,Female,College,72462.91592150545,Married,Nova,9657.58,Standard,2018,8,,
8604,526165,British Columbia,Vancouver,V6E 3Z3,Female,College,72549.07301495971,Married,Nova,9657.58,Standard,2016,9,,
8605,570406,British Columbia,Dawson Creek,U5I 4F1,Female,College,62932.17845775289,Married,Nova,9657.58,Standard,2015,10,,
8606,828895,Ontario,Toronto,M2Z 4K1,Female,College,70182.23124686343,Married,Nova,9657.58,Standard,2012,7,,
8607,281571,Ontario,Kingston,M9K 2P4,Male,Bachelor,94877.0,Married,Nova,9664.33,Standard,2016,9,,
8608,610631,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85240.0,Divorced,Nova,9667.13,Standard,2015,2,2016.0,2.0
8609,182531,British Columbia,Vancouver,V6E 3Z3,Female,College,64504.793757639294,Single,Nova,9672.7,Standard,2015,12,,
8610,115633,Ontario,Sudbury,M5V 1G5,Male,Bachelor,80218.0,Married,Nova,9685.54,Standard,2012,10,,
8611,284419,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,89830.0,Married,Nova,9705.31,Standard,2017,12,,
8612,793154,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,54174.0,Single,Nova,9707.65,Standard,2015,11,,
8613,779427,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61125.0,Single,Nova,9708.5,Standard,2016,9,,
8614,475700,Ontario,Toronto,P2T 6G3,Female,College,72148.1631826412,Married,Nova,9709.75,Standard,2018,11,,
8615,437251,Ontario,Trenton,K8V 4B2,Female,Bachelor,59917.0,Married,Nova,9732.58,Standard,2017,4,2017.0,12.0
8616,981198,Alberta,Banff,T4V 1D4,Female,Bachelor,49489.0,Married,Nova,9743.35,Standard,2018,6,,
8617,840135,Quebec,Montreal,H4G 3T4,Female,Bachelor,59234.0,Married,Nova,9752.7,Standard,2018,1,,
8618,158113,Alberta,Calgary,T3E 2V9,Female,College,69971.78694784135,Single,Nova,9764.95,Standard,2012,6,,
8619,294396,Ontario,Toronto,M2M 6J7,Female,College,62604.864558882,Single,Nova,9764.95,Standard,2013,4,,
8620,114903,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58414.0,Married,Nova,9767.94,Standard,2013,10,,
8621,639613,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,102168.0,Married,Nova,9774.61,Standard,2017,3,,
8622,817102,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104617.0,Married,Nova,9778.73,Standard,2015,7,,
8623,999304,Ontario,Toronto,P5S 6R4,Male,College,70447.50889115132,Single,Nova,9778.98,Standard,2015,1,2017.0,6.0
8624,552235,Quebec,Quebec City,G1B 3L5,Female,College,68985.34208307075,Single,Nova,9780.85,Standard,2015,7,2016.0,3.0
8625,531868,Ontario,Toronto,M2M 7K8,Male,Master,71559.0,Married,Nova,9787.81,Standard,2016,8,,
8626,826113,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78100.0,Married,Nova,2928.12,2018 Promotion,2018,3,,
8627,765202,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,55271.0,Married,Nova,9788.71,Standard,2017,7,,
8628,136516,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,64811.0,Married,Nova,9799.18,Standard,2013,12,,
8629,938628,Ontario,Toronto,P1L 8X8,Male,College,65253.434745861414,Married,Nova,9801.29,Standard,2012,9,,
8630,965948,British Columbia,Vancouver,V5R 1W3,Female,College,67432.81586649141,Married,Nova,9801.29,Standard,2014,9,,
8631,249982,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,93688.0,Married,Nova,9802.55,Standard,2012,7,,
8632,606117,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66443.0,Married,Nova,9805.83,Standard,2014,2,2014.0,4.0
8633,456095,Manitoba,Winnipeg,R2C 0M5,Male,College,70794.93230384708,Single,Nova,9806.22,Standard,2016,5,,
8634,805140,Quebec,Montreal,H2Y 4R4,Female,College,62401.65838939089,Single,Nova,9806.22,Standard,2017,6,,
8635,845061,Manitoba,Winnipeg,R2C 0M5,Female,College,65754.54484775661,Married,Nova,9807.83,Standard,2016,5,,
8636,346499,Ontario,Toronto,P1L 8X8,Female,Bachelor,59169.0,Married,Nova,9816.53,Standard,2018,7,,
8637,397817,Quebec,Hull,J8Y 3Z5,Female,Bachelor,59169.0,Married,Nova,9816.53,Standard,2014,3,,
8638,716589,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,59169.0,Married,Nova,9816.53,Standard,2018,1,,
8639,756043,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59169.0,Married,Nova,9816.53,Standard,2012,4,,
8640,757547,Quebec,Montreal,H2T 9K8,Female,Bachelor,59169.0,Married,Nova,9816.53,Standard,2016,7,,
8641,934604,Alberta,Edmonton,T9G 1W3,Female,Bachelor,59169.0,Married,Nova,9816.53,Standard,2014,3,,
8642,325190,British Columbia,Kelowna,V09 2E9,Male,Bachelor,101123.0,Married,Nova,9840.08,Standard,2014,10,,
8643,114307,Ontario,Toronto,P2T 6G3,Male,Bachelor,104829.0,Married,Nova,9863.5,Standard,2013,3,,
8644,809301,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,104829.0,Married,Nova,9863.5,Standard,2018,12,,
8645,468380,Nova Scotia,Halifax,B3J 9S2,Male,College,64479.748937788194,Single,Nova,9868.6,Standard,2018,11,,
8646,444786,Ontario,Toronto,M2M 6J7,Male,Bachelor,81484.0,Single,Nova,9877.3,Standard,2013,2,,
8647,842770,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,70256.0,Married,Nova,9890.21,Standard,2017,8,,
8648,633910,Quebec,Montreal,H3T 8L4,Female,College,68186.8874793125,Married,Nova,9902.39,Standard,2018,5,,
8649,660958,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54301.0,Divorced,Nova,9915.9,Standard,2012,8,,
8650,233437,Quebec,Quebec City,G1B 3L5,Male,Bachelor,59410.0,Divorced,Nova,9918.7,Standard,2017,8,2018.0,4.0
8651,874158,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,59410.0,Divorced,Nova,9918.7,Standard,2018,6,,
8652,150074,Ontario,Toronto,M2Z 4K1,Female,Bachelor,74863.0,Married,Nova,9927.88,Standard,2017,2,,
8653,903379,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,74863.0,Married,Nova,9927.88,Standard,2012,8,,
8654,782596,Ontario,Toronto,P1W 1K4,Male,Bachelor,87099.0,Married,Nova,9928.87,Standard,2016,7,,
8655,210498,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73162.0,Married,Nova,9934.87,Standard,2013,12,,
8656,494206,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,57394.0,Married,Nova,9935.17,Standard,2014,5,,
8657,200681,Alberta,Calgary,T3E 2V9,Female,Bachelor,73510.0,Single,Nova,9951.71,Standard,2015,3,,
8658,585420,Ontario,Toronto,M1R 4K3,Male,Bachelor,73510.0,Single,Nova,9951.71,Standard,2017,8,,
8659,219747,British Columbia,Whistler,V6T 1Y8,Male,College,71190.48926198024,Single,Nova,9955.49,Standard,2015,5,,
8660,353396,Quebec,Montreal,H4G 3T4,Male,Bachelor,73970.0,Married,Nova,9971.02,Standard,2016,9,,
8661,853272,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,73970.0,Married,Nova,9971.02,Standard,2015,5,,
8662,467926,Quebec,Montreal,H4G 3T4,Female,College,62321.48623210141,Single,Nova,9983.13,Standard,2014,5,,
8663,285631,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,58446.0,Single,Nova,9985.37,Standard,2016,8,,
8664,651740,Quebec,Montreal,H2Y 2W2,Female,Bachelor,58446.0,Single,Nova,9985.37,Standard,2012,8,,
8665,616500,British Columbia,Whistler,V6T 1Y8,Female,Doctor,225048.0,Single,Nova,9986.66,Standard,2013,12,,
8666,628533,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,103759.0,Married,Nova,10003.25,Standard,2016,8,,
8667,783438,Ontario,London,M5B 3E4,Female,College,65896.97391712113,Single,Nova,10004.75,Standard,2018,9,,
8668,622822,Ontario,Trenton,K8V 4B2,Male,Bachelor,80474.0,Married,Nova,10010.14,Standard,2017,11,,
8669,227796,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86414.0,Married,Nova,10014.03,Standard,2014,3,,
8670,328181,Quebec,Montreal,H2T 9K8,Male,College,65943.32857401844,Single,Nova,10014.06,Standard,2017,2,,
8671,384686,British Columbia,Whistler,V6T 1Y8,Female,College,61529.510077543106,Single,Nova,10014.06,Standard,2012,8,,
8672,536941,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,77934.0,Married,Nova,10016.29,Standard,2017,10,,
8673,414584,Ontario,Toronto,M8Y 4K8,Male,Bachelor,74490.0,Married,Nova,10049.29,Standard,2015,6,,
8674,329833,Ontario,Toronto,P2T 6G3,Female,Doctor,129347.0,Single,Nova,10053.55,Standard,2015,5,2016.0,1.0
8675,627191,British Columbia,Vancouver,V6E 3D9,Female,Doctor,129347.0,Single,Nova,10053.55,Standard,2016,10,2017.0,6.0
8676,855381,British Columbia,Whistler,V6T 1Y8,Female,College,67588.7428591972,Single,Nova,10058.74,Standard,2017,4,2017.0,12.0
8677,495369,Ontario,Toronto,M2M 7K8,Female,Bachelor,46863.0,Married,Nova,10064.61,Standard,2018,7,,
8678,263237,Quebec,Quebec City,G1B 3L5,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2015,1,,
8679,526784,British Columbia,Whistler,V6T 1Y8,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2016,7,,
8680,714962,Ontario,Toronto,P1J 8T7,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2016,6,,
8681,783300,Ontario,Toronto,P1J 8T7,Female,Master,75891.0,Divorced,Nova,10083.49,Standard,2013,1,,
8682,830818,Ontario,Toronto,P5S 6R4,Female,Master,75891.0,Divorced,Nova,10083.49,Standard,2017,11,,
8683,821117,Ontario,Toronto,P1L 8X8,Female,Bachelor,67762.0,Married,Nova,10097.69,Standard,2016,2,,
8684,837360,Quebec,Montreal,H2Y 2W2,Male,Bachelor,84837.0,Married,Nova,10103.65,Standard,2016,7,,
8685,119731,Ontario,Trenton,K8V 4B2,Female,Bachelor,66055.0,Single,Nova,10103.66,Standard,2014,12,,
8686,720557,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,102525.0,Married,Nova,10110.96,Standard,2016,6,,
8687,319387,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86057.0,Married,Nova,10114.99,Standard,2015,12,,
8688,290756,Ontario,Sudbury,M5V 1G5,Male,College,62533.43677140587,Married,Nova,10129.51,Standard,2013,6,,
8689,826556,Ontario,Ottawa,K1F 2R2,Female,Bachelor,75250.0,Divorced,Nova,10130.93,Standard,2018,10,,
8690,479766,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,75590.0,Married,Nova,10144.31,Standard,2015,11,,
8691,163058,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,64526.0,Single,Nova,10145.44,Standard,2012,5,,
8692,491690,Ontario,Toronto,P1L 8X8,Male,Bachelor,51277.0,Married,Nova,2965.72,2018 Promotion,2018,3,,
8693,961978,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64730.0,Divorced,Nova,10148.42,Standard,2014,6,,
8694,299034,Ontario,Trenton,K8V 4B2,Female,Bachelor,52947.0,Single,Nova,10155.3,Standard,2013,10,,
8695,150004,Ontario,London,M5B 3E4,Female,Bachelor,57887.0,Married,Nova,10168.27,Standard,2012,8,,
8696,549562,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,83276.0,Divorced,Nova,10171.34,Standard,2018,1,,
8697,684371,Ontario,Kingston,M9K 2P4,Male,College,62140.33507936971,Single,Nova,10175.24,Standard,2015,2,,
8698,317624,Ontario,Toronto,M2M 7K8,Female,Master,83773.0,Married,Nova,10179.72,Standard,2014,7,,
8699,529988,Ontario,London,M5B 3E4,Female,Master,83773.0,Married,Nova,10179.72,Standard,2018,12,,
8700,835764,Ontario,Toronto,M2M 7K8,Female,Master,83773.0,Married,Nova,10179.72,Standard,2014,1,,
8701,395300,Ontario,Ottawa,K1F 2R2,Female,Bachelor,47360.0,Married,Nova,10193.77,Standard,2014,5,2015.0,9.0
8702,391091,Ontario,Toronto,P2T 6G3,Female,College,63968.22137600335,Single,Nova,10196.11,Standard,2013,5,2014.0,6.0
8703,577844,British Columbia,Vancouver,V6E 3D9,Female,College,62776.85099830891,Single,Nova,10196.11,Standard,2014,3,,
8704,166677,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57870.0,Married,Nova,10208.93,Standard,2016,12,2017.0,9.0
8705,457797,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2014,6,,
8706,579322,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2015,3,,
8707,682194,Ontario,Toronto,P1J 8T7,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2015,7,,
8708,719706,Quebec,Montreal,H4G 3T4,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2013,5,,
8709,472807,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58665.0,Married,Nova,10209.02,Standard,2013,4,2017.0,4.0
8710,348056,Ontario,Ottawa,K1F 2R2,Female,Bachelor,63910.0,Married,Nova,10209.93,Standard,2017,5,,
8711,836295,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,75869.0,Married,Nova,10213.99,Standard,2016,11,2017.0,7.0
8712,608087,British Columbia,Victoria,V10 6T5,Male,High School or Below,66205.0,Married,Nova,10232.85,Standard,2013,4,,
8713,264733,Quebec,Montreal,H4G 3T4,Male,College,61358.66063614111,Single,Nova,10242.41,Standard,2014,4,,
8714,618112,British Columbia,Vancouver,V6E 3D9,Female,College,71717.05605586448,Single,Nova,10244.24,Standard,2015,4,,
8715,256502,Quebec,Tremblant,H5Y 2S9,Male,College,70307.49820662121,Single,Nova,10255.8,Standard,2014,6,,
8716,564813,Alberta,Calgary,T3E 2V9,Male,Bachelor,75918.0,Single,Nova,10272.61,Standard,2018,5,,
8717,952434,Quebec,Montreal,H2T 9K8,Male,Bachelor,85808.0,Married,Nova,10280.81,Standard,2014,3,2014.0,11.0
8718,793328,Ontario,London,M5B 3E4,Male,Bachelor,102401.0,Married,Nova,10288.92,Standard,2017,9,,
8719,861156,Ontario,Toronto,P2T 6G3,Female,Bachelor,79342.0,Married,Nova,10298.39,Standard,2018,12,,
8720,749883,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,104906.0,Married,Nova,10314.52,Standard,2015,7,,
8721,381471,Quebec,Montreal,H2T 9K8,Female,Bachelor,81032.0,Married,Nova,10339.6,Standard,2018,12,,
8722,797897,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,81032.0,Married,Nova,10339.6,Standard,2012,8,,
8723,823665,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61822.0,Divorced,Nova,10340.46,Standard,2012,8,,
8724,903209,Ontario,Kingston,M9K 2P4,Male,Bachelor,56965.0,Married,Nova,10348.01,Standard,2016,1,,
8725,949406,Ontario,Toronto,P1J 8T7,Male,Bachelor,70495.0,Married,Nova,10357.63,Standard,2015,8,,
8726,552441,Ontario,Toronto,M2P 4F6,Female,Bachelor,60184.0,Married,Nova,3059.55,2018 Promotion,2018,3,,
8727,908404,Quebec,Montreal,H2T 2J6,Male,Bachelor,93800.0,Married,Nova,10359.02,Standard,2014,10,2018.0,9.0
8728,592302,Quebec,Montreal,H2T 9K8,Male,College,64895.32682928302,Married,Nova,10377.37,Standard,2017,9,,
8729,111286,British Columbia,Victoria,V10 6T5,Female,Bachelor,55923.0,Married,Nova,10382.38,Standard,2013,7,,
8730,432145,Nova Scotia,Halifax,B3C 2M8,Male,Master,75548.0,Divorced,Nova,10382.5,Standard,2015,4,,
8731,554155,Ontario,Toronto,M1R 4K3,Female,Bachelor,76706.0,Single,Nova,10388.55,Standard,2017,8,,
8732,473674,Ontario,Toronto,P1J 8T7,Male,Bachelor,47715.0,Divorced,Nova,3096.51,2018 Promotion,2018,4,,
8733,909106,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100322.0,Married,Nova,10392.96,Standard,2018,9,,
8734,708360,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48445.0,Married,Nova,10394.36,Standard,2016,2,,
8735,512522,New Brunswick,Moncton,E1A 2A7,Male,College,64093.42185734009,Married,Nova,10395.71,Standard,2017,2,,
8736,838584,Quebec,Tremblant,H5Y 2S9,Female,College,68975.71059091933,Married,Nova,10395.71,Standard,2016,5,,
8737,785992,New Brunswick,Fredericton,E3B 2H2,Male,Master,102782.0,Divorced,Nova,10408.97,Standard,2016,11,,
8738,889023,Ontario,Toronto,P1J 8T7,Female,Master,102782.0,Divorced,Nova,10408.97,Standard,2018,7,,
8739,326803,Ontario,Toronto,P1L 8X8,Female,Doctor,274242.0,Married,Nova,10418.31,Standard,2012,11,,
8740,182785,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70208.0,Married,Nova,10426.09,Standard,2015,7,,
8741,183456,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,69091.0,Married,Nova,10436.57,Standard,2018,5,,
8742,799148,Ontario,Toronto,M8Y 4K8,Female,High School or Below,69091.0,Married,Nova,10436.57,Standard,2017,9,,
8743,192141,Alberta,Edmonton,T3G 6Y6,Male,College,69413.45914172646,Single,Nova,10442.45,Standard,2012,9,,
8744,821462,Ontario,Sudbury,M5V 1G5,Female,Bachelor,85766.0,Divorced,Nova,10453.26,Standard,2017,7,,
8745,358054,Manitoba,Winnipeg,R2C 0M5,Male,College,67108.93387036935,Single,Nova,10461.58,Standard,2017,1,2017.0,9.0
8746,738253,Alberta,Edmonton,T9G 1W3,Male,Bachelor,60519.0,Married,Nova,10481.94,Standard,2018,11,,
8747,864084,Ontario,Toronto,M2M 7K8,Male,Bachelor,60519.0,Married,Nova,10481.94,Standard,2015,4,,
8748,841674,Ontario,Toronto,M1R 4K3,Female,Bachelor,33449.0,Divorced,Nova,3096.51,2018 Promotion,2018,3,2018.0,11.0
8749,471706,Ontario,Trenton,K8V 4B2,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2018,11,,
8750,584737,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2018,6,,
8751,792915,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2016,11,,
8752,959402,Ontario,Trenton,K8V 4B2,Male,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2016,8,,
8753,482169,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,54340.0,Married,Nova,10487.74,Standard,2014,6,,
8754,491986,Quebec,Montreal,H4G 3T4,Male,Bachelor,84810.0,Married,Nova,10492.97,Standard,2017,1,,
8755,788325,Quebec,Montreal,H2T 2J6,Female,Bachelor,54117.0,Married,Nova,10498.93,Standard,2017,2,,
8756,920175,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,54117.0,Married,Nova,10498.93,Standard,2017,2,,
8757,442192,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,60293.0,Married,Nova,10507.69,Standard,2013,3,,
8758,812248,Ontario,Toronto,P1J 8T7,Female,Bachelor,66084.0,Married,Nova,10517.16,Standard,2017,2,,
8759,833233,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69183.0,Single,Nova,10551.15,Standard,2015,8,,
8760,744204,Alberta,Edmonton,T9G 1W3,Female,Bachelor,66856.0,Married,Nova,10552.17,Standard,2014,11,,
8761,311346,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,52765.0,Married,Nova,10552.43,Standard,2016,1,,
8762,525740,Quebec,Montreal,H2T 9K8,Female,Bachelor,52765.0,Married,Nova,10552.43,Standard,2014,10,,
8763,492011,Ontario,London,M5B 3E4,Male,Bachelor,65403.0,Married,Nova,10569.63,Standard,2018,5,,
8764,415915,Ontario,Toronto,M2M 7K8,Male,College,61918.373350167894,Married,Nova,3107.57,2018 Promotion,2018,3,,
8765,442418,Ontario,Toronto,P1J 8T7,Female,Bachelor,46672.0,Married,Nova,10598.54,Standard,2017,11,,
8766,127350,Ontario,London,M5B 3E4,Male,High School or Below,51775.0,Divorced,Nova,10614.64,Standard,2014,4,,
8767,212128,Ontario,Toronto,P2T 6G3,Male,Bachelor,49001.0,Married,Nova,3130.68,2018 Promotion,2018,2,,
8768,470245,Quebec,Montreal,H2T 9K8,Female,College,68500.19847586332,Married,Nova,10623.41,Standard,2013,10,,
8769,264409,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,22425.0,Married,Nova,3240.67,2018 Promotion,2018,2,,
8770,302874,Quebec,Montreal,H2T 2J6,Male,Bachelor,98404.0,Married,Nova,10628.06,Standard,2012,12,,
8771,121930,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58612.0,Married,Nova,10629.22,Standard,2018,10,,
8772,199652,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,73322.0,Married,Nova,10629.34,Standard,2014,4,,
8773,661469,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73322.0,Married,Nova,10629.34,Standard,2017,2,,
8774,787276,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,90480.0,Married,Nova,10633.5,Standard,2016,9,,
8775,295064,British Columbia,Vancouver,V6E 3D9,Female,College,69089.06008498187,Single,Nova,10634.84,Standard,2014,6,,
8776,172532,Alberta,Peace River,T9O 2W2,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2018,7,,
8777,281737,Ontario,Toronto,M2Z 4K1,Male,Bachelor,53927.0,Married,Nova,3331.45,2018 Promotion,2018,2,2018.0,10.0
8778,324248,British Columbia,Victoria,V10 6T5,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,8,,
8779,649918,Ontario,Toronto,M2M 7K8,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2018,6,,
8780,773364,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,12,,
8781,817932,Ontario,Toronto,M1R 4K3,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,3,,
8782,472933,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,76281.0,Married,Nova,10660.9,Standard,2014,1,,
8783,727072,Quebec,Montreal,H4G 3T4,Female,Bachelor,76281.0,Married,Nova,10660.9,Standard,2013,9,2013.0,10.0
8784,415201,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,77574.0,Divorced,Nova,10662.63,Standard,2018,1,,
8785,311841,Ontario,Toronto,P1L 8X8,Male,Bachelor,70664.0,Married,Nova,10682.76,Standard,2018,1,,
8786,592431,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,87017.0,Married,Nova,10700.5,Standard,2014,4,,
8787,580212,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,94864.0,Divorced,Nova,10719.08,Standard,2012,5,,
8788,975918,Quebec,Quebec City,G1B 3L5,Female,Bachelor,94864.0,Divorced,Nova,10719.08,Standard,2014,5,,
8789,892199,Quebec,Montreal,H2Y 2W2,Female,Bachelor,57398.0,Single,Nova,10720.42,Standard,2017,7,,
8790,588292,Quebec,Montreal,H2T 2J6,Female,Bachelor,50920.0,Married,Nova,10721.61,Standard,2016,11,2017.0,7.0
8791,314558,Quebec,Montreal,H4G 3T4,Male,Bachelor,71649.0,Married,Nova,10722.06,Standard,2014,9,2016.0,2.0
8792,309639,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,87321.0,Married,Nova,10732.51,Standard,2018,7,,
8793,512284,Alberta,Calgary,T3E 2V9,Female,Bachelor,80529.0,Divorced,Nova,10747.03,Standard,2017,8,,
